12/10/2063;sexta-feira;Nossa Sr.a Aparecida - Padroeira do Brasil
02/11/2063;sexta-feira;Finados
15/11/2063;quinta-feira;Proclamação da República
25/12/2063;terça-feira;Natal
01/01/2064;terça-feira;Confraternização Universal
18/02/2064;segunda-feira;Carnaval
19/02/2064;terça-feira;Carnaval
04/04/2064;sexta-feira;Paixão de Cristo
21/04/2064;segunda-feira;Tiradentes
01/05/2064;quinta-feira;Dia do Trabalho
05/06/2064;quinta-feira;Corpus Christi
25/12/2064;quinta-feira;Natal
01/01/2065;quinta-feira;Confraternização Universal
09/02/2065;segunda-feira;Carnaval
10/02/2065;terça-feira;Carnaval
27/03/2065;sexta-feira;Paixão de Cristo
21/04/2065;terça-feira;Tiradentes
01/05/2065;sexta-feira;Dia do Trabalho
28/05/2065;quinta-feira;Corpus Christi
07/09/2065;segunda-feira;Independência do Brasil
12/10/2065;segunda-feira;Nossa Sr.a Aparecida - Padroeira do Brasil
02/11/2065;segunda-feira;Finados
25/12/2065;sexta-feira;Natal
01/01/2066;sexta-feira;Confraternização Universal
22/02/2066;segunda-feira;Carnaval
23/02/2066;terça-feira;Carnaval
09/04/2066;sexta-feira;Paixão de Cristo
21/04/2066;quarta-feira;Tiradentes
10/06/2066;quinta-feira;Corpus Christi
07/09/2066;terça-feira;Independência do Brasil
12/10/2066;terça-feira;Nossa Sr.a Aparecida - Padroeira do Brasil
02/11/2066;terça-feira;Finados
15/11/2066;segunda-feira;Proclamação da República
14/02/2067;segunda-feira;Carnaval
15/02/2067;terça-feira;Carnaval
01/04/2067;sexta-feira;Paixão de Cristo
21/04/2067;quinta-feira;Tiradentes
02/06/2067;quinta-feira;Corpus Christi
07/09/2067;quarta-feira;Independência do Brasil
12/10/2067;quarta-feira;Nossa Sr.a Aparecida - Padroeira do Brasil
02/11/2067;quarta-feira;Finados
15/11/2067;terça-feira;Proclamação da República
05/03/2068;segunda-feira;Carnaval
06/03/2068;terça-feira;Carnaval
20/04/2068;sexta-feira;Paixão de Cristo
01/05/2068;terça-feira;Dia do Trabalho
21/06/2068;quinta-feira;Corpus Christi
07/09/2068;sexta-feira;Independência do Brasil
12/10/2068;sexta-feira;Nossa Sr.a Aparecida - Padroeira do Brasil
02/11/2068;sexta-feira;Finados
15/11/2068;quinta-feira;Proclamação da República
25/12/2068;terça-feira;Natal
01/01/2069;terça-feira;Confraternização Universal
25/02/2069;segunda-feira;Carnaval
26/02/2069;terça-feira;Carnaval
12/04/2069;sexta-feira;Paixão de Cristo
01/05/2069;quarta-feira;Dia do Trabalho
13/06/2069;quinta-feira;Corpus Christi
15/11/2069;sexta-feira;Proclamação da República
25/12/2069;quarta-feira;Natal
01/01/2070;quarta-feira;Confraternização Universal
10/02/2070;segunda-feira;Carnaval
11/02/2070;terça-feira;Carnaval
28/03/2070;sexta-feira;Paixão de Cristo
21/04/2070;segunda-feira;Tiradentes
01/05/2070;quinta-feira;Dia do Trabalho
29/05/2070;quinta-feira;Corpus Christi
25/12/2070;quinta-feira;Natal
01/01/2071;quinta-feira;Confraternização Universal
02/03/2071;segunda-feira;Carnaval
03/03/2071;terça-feira;Carnaval
17/04/2071;sexta-feira;Paixão de Cristo
21/04/2071;terça-feira;Tiradentes
01/05/2071;sexta-feira;Dia do Trabalho
18/06/2071;quinta-feira;Corpus Christi
07/09/2071;segunda-feira;Independência do Brasil
12/10/2071;segunda-feira;Nossa Sr.a Aparecida - Padroeira do Brasil
02/11/2071;segunda-feira;Finados
25/12/2071;sexta-feira;Natal
01/01/2072;sexta-feira;Confraternização Universal
22/02/2072;segunda-feira;Carnaval
23/02/2072;terça-feira;Carnaval
08/04/2072;sexta-feira;Paixão de Cristo
21/04/2072;quinta-feira;Tiradentes
09/06/2072;quinta-feira;Corpus Christi
07/09/2072;quarta-feira;Independência do Brasil
12/10/2072;quarta-feira;Nossa Sr.a Aparecida - Padroeira do Brasil
02/11/2072;quarta-feira;Finados
15/11/2072;terça-feira;Proclamação da República
06/02/2073;segunda-feira;Carnaval
07/02/2073;terça-feira;Carnaval
24/03/2073;sexta-feira;Paixão de Cristo
21/04/2073;sexta-feira;Tiradentes
01/05/2073;segunda-feira;Dia do Trabalho
25/05/2073;quinta-feira;Corpus Christi
07/09/2073;quinta-feira;Independência do Brasil
12/10/2073;quinta-feira;Nossa Sr.a Aparecida - Padroeira do Brasil
02/11/2073;quinta-feira;Finados
15/11/2073;quarta-feira;Proclamação da República
25/12/2073;segunda-feira;Natal
01/01/2074;segunda-feira;Confraternização Universal
26/02/2074;segunda-feira;Carnaval
27/02/2074;terça-feira;Carnaval
13/04/2074;sexta-feira;Paixão de Cristo
01/05/2074;terça-feira;Dia do Trabalho
14/06/2074;quinta-feira;Corpus Christi
07/09/2074;sexta-feira;Independência do Brasil
12/10/2074;sexta-feira;Nossa Sr.a Aparecida - Padroeira do Brasil
02/11/2074;sexta-feira;Finados
15/11/2074;quinta-feira;Proclamação da República
25/12/2074;terça-feira;Natal
01/01/2075;terça-feira;Confraternização Universal
18/02/2075;segunda-feira;Carnaval
19/02/2075;terça-feira;Carnaval
05/04/2075;sexta-feira;Paixão de Cristo
01/05/2075;quarta-feira;Dia do Trabalho
06/06/2075;quinta-feira;Corpus Christi
15/11/2075;sexta-feira;Proclamação da República
25/12/2075;quarta-feira;Natal
01/01/2076;quarta-feira;Confraternização Universal
02/03/2076;segunda-feira;Carnaval
03/03/2076;terça-feira;Carnaval
17/04/2076;sexta-feira;Paixão de Cristo
21/04/2076;terça-feira;Tiradentes
01/05/2076;sexta-feira;Dia do Trabalho
18/06/2076;quinta-feira;Corpus Christi
07/09/2076;segunda-feira;Independência do Brasil
12/10/2076;segunda-feira;Nossa Sr.a Aparecida - Padroeira do Brasil
02/11/2076;segunda-feira;Finados
25/12/2076;sexta-feira;Natal
01/01/2077;sexta-feira;Confraternização Universal
22/02/2077;segunda-feira;Carnaval
23/02/2077;terça-feira;Carnaval
09/04/2077;sexta-feira;Paixão de Cristo
21/04/2077;quarta-feira;Tiradentes
10/06/2077;quinta-feira;Corpus Christi
07/09/2077;terça-feira;Independência do Brasil
12/10/2077;terça-feira;Nossa Sr.a Aparecida - Padroeira do Brasil
02/11/2077;terça-feira;Finados
15/11/2077;segunda-feira;Proclamação da República
01/01/2078;terça-feira;Confraternização Universal
14/02/2078;segunda-feira;Carnaval
15/02/2078;terça-feira;Carnaval
01/04/2078;sexta-feira;Paixão de Cristo
21/04/2078;quinta-feira;Tiradentes
01/05/2078;quarta-feira;Dia do Trabalho
02/06/2078;quinta-feira;Corpus Christi
07/09/2078;quarta-feira;Independência do Brasil
12/10/2078;quarta-feira;Nossa Sr.a Aparecida - Padroeira do Brasil
02/11/2078;quarta-feira;Finados
15/11/2078;terça-feira;Proclamação da República
25/12/2078;quarta-feira;Natal
